IDCliente,AbandonoEmpresa,Genero,CiudadanoTerceraEdad,Soltero-a,Dependientes,MesesAntiguedad,ServicioTelefonico,SuscripcionLineasMultiples,SuscripcionServicioInternet,SuscripcionSeguridadEnLinea,SuscripcionCopiaDeSeguridadEnLinea,SuscripcionProteccionDispositivo,SuscripcionSoporteTecnico,ServicioEnLineaTransmisionTV,internet.StreamingMovies,Contrato,FacturaElectronica,MetodoPago,CargosMensuales,CargosTotales,Cuentas_Diarias,Rango_MesesAntiguedad,CargosMensuales_por_MesesAntiguedad
3807-XHCJH,0,Femenino,0,1,1,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque electronico,20.0,20.0,0.6666666666666666,0-10,20.0
3808-HFKDE,0,Femenino,0,0,0,20,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque electronico,44.35,927.15,1.4783333333333333,21-30,887.0
3810-DVDQQ,0,Femenino,0,1,1,72,1,1,Fibra optica,1,1,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),117.6,8308.9,3.92,71-80,8467.199999999999
3810-PJUHR,0,Masculino,0,1,1,70,1,1,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,25.35,1715.15,0.8450000000000001,71-80,1774.5
3811-VBYBZ,1,Masculino,0,0,0,7,1,1,Fibra optica,0,1,0,0,1,1,Mensual,1,Cheque electronico,99.8,673.25,3.3266666666666667,0-10,698.6
3812-LRZIR,0,Femenino,0,1,1,27,1,1,No,0,0,0,0,0,0,Dos años,0,Cheque electronico,24.5,761.95,0.8166666666666667,21-30,661.5
3813-DHBBB,0,Masculino,0,1,0,67,0,0,DSL,1,1,0,1,0,1,Dos años,1,Transferencia bancaria (automatica),50.95,3521.7,1.6983333333333335,61-70,3413.65
3814-MLAXC,1,Femenino,0,0,0,31,1,1,Fibra optica,0,0,0,1,0,0,Mensual,1,Tarjeta de credito (automatica),79.85,2404.15,2.6616666666666666,31-40,2475.35
3815-SLMEF,1,Femenino,0,0,0,3,0,0,DSL,1,0,0,1,0,0,Mensual,0,Cheque por correo,34.25,139.35,1.1416666666666666,0-10,102.75
3823-KYNQY,0,Masculino,0,0,0,12,1,1,No,0,0,0,0,0,0,Anual,0,Tarjeta de credito (automatica),24.95,280.4,0.8316666666666667,11-20,299.4
3824-RHKVR,0,Femenino,0,0,0,17,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),19.7,340.35,0.6566666666666666,11-20,334.9
3831-YCPUO,0,Femenino,0,1,1,72,1,0,Fibra optica,1,1,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),109.5,7854.9,3.65,71-80,7884.0
3834-XUIFC,1,Masculino,0,0,0,7,1,1,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque por correo,85.2,602.55,2.8400000000000003,0-10,596.4
3836-FZSDJ,0,Masculino,1,1,0,71,1,1,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),24.85,1901.0,0.8283333333333334,71-80,1764.3500000000001
3838-OZURD,1,Masculino,0,1,0,66,1,1,Fibra optica,0,1,1,0,1,1,Mensual,1,Tarjeta de credito (automatica),105.0,7133.25,3.5,61-70,6930.0
3841-CONLJ,0,Femenino,0,1,0,1,0,0,DSL,0,0,0,0,0,1,Mensual,0,Cheque electronico,35.0,35.0,1.1666666666666667,0-10,35.0
3841-NFECX,0,Femenino,1,1,0,71,1,1,Fibra optica,1,1,1,1,0,0,Dos años,1,Tarjeta de credito (automatica),96.35,6766.95,3.2116666666666664,71-80,6840.849999999999
3842-IYKUE,1,Femenino,0,0,0,35,1,1,Fibra optica,0,1,0,1,0,0,Mensual,0,Tarjeta de credito (automatica),85.3,2917.5,2.8433333333333333,31-40,2985.5
3842-QTGDL,0,Masculino,0,1,0,16,1,0,Fibra optica,1,1,0,0,0,0,Mensual,0,Transferencia bancaria (automatica),80.75,1321.3,2.691666666666667,11-20,1292.0
3845-FXCYS,0,Masculino,0,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque electronico,19.65,31.2,0.6549999999999999,0-10,39.3
3845-JHAMY,0,Femenino,0,1,1,16,0,0,DSL,0,0,0,0,0,1,Mensual,1,Tarjeta de credito (automatica),35.5,552.7,1.1833333333333333,11-20,568.0
3847-BAERP,0,Femenino,0,0,0,10,1,0,No,0,0,0,0,0,0,Mensual,1,Cheque por correo,20.9,247.0,0.6966666666666667,11-20,209.0
3850-OKINF,0,Masculino,0,1,1,71,1,1,DSL,1,0,0,0,1,0,Anual,1,Cheque electronico,66.2,4692.55,2.2066666666666666,71-80,4700.2
3853-LYGAM,0,Masculino,0,0,0,17,1,1,Fibra optica,0,0,1,1,0,1,Mensual,1,Transferencia bancaria (automatica),95.65,1640.0,3.1883333333333335,11-20,1626.0500000000002
3855-ONCAR,0,Femenino,0,1,1,4,1,0,Fibra optica,0,0,0,0,1,0,Mensual,1,Cheque por correo,78.9,299.75,2.6300000000000003,0-10,315.6
3858-VOBET,1,Masculino,0,0,0,23,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,74.95,1710.45,2.4983333333333335,21-30,1723.8500000000001
3858-XHYJO,0,Femenino,0,1,0,40,1,1,Fibra optica,1,0,1,0,1,1,Anual,0,Transferencia bancaria (automatica),105.75,4228.55,3.525,41-50,4230.0
3859-CVCET,1,Femenino,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Mensual,0,Cheque por correo,45.65,191.05,1.5216666666666667,0-10,182.6
3863-IUBJR,1,Masculino,0,1,1,12,1,0,DSL,0,0,0,0,0,1,Anual,0,Tarjeta de credito (automatica),53.65,696.35,1.7883333333333333,11-20,643.8
3863-QSTYI,0,Masculino,0,0,0,59,1,0,DSL,0,0,1,1,1,0,Mensual,1,Cheque electronico,64.65,3735.45,2.1550000000000002,51-60,3814.3500000000004
3865-QBWSJ,0,Masculino,1,0,1,38,1,1,Fibra optica,1,0,0,0,0,0,Mensual,1,Cheque por correo,80.45,3162.65,2.6816666666666666,31-40,3057.1
3865-YIOTT,0,Masculino,0,1,1,72,1,1,Fibra optica,1,0,1,0,1,1,Anual,1,Transferencia bancaria (automatica),106.1,7848.5,3.5366666666666666,71-80,7639.2
3865-ZFZIB,0,Masculino,0,0,0,19,1,0,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,19.65,358.15,0.6549999999999999,11-20,373.34999999999997
3865-ZYKAD,0,Masculino,1,1,0,69,1,1,Fibra optica,1,1,0,0,0,0,Mensual,1,Tarjeta de credito (automatica),84.9,5785.65,2.83,61-70,5858.1
3866-MDTUB,1,Femenino,0,0,0,2,1,0,DSL,1,0,0,0,1,1,Mensual,1,Cheque electronico,70.75,146.9,2.3583333333333334,0-10,141.5
3870-MQAMG,1,Femenino,0,1,0,54,1,1,Fibra optica,0,1,1,1,1,1,Anual,0,Cheque electronico,110.35,5893.15,3.6783333333333332,51-60,5958.9
3870-SPZSI,0,Femenino,0,1,1,70,1,1,Fibra optica,1,1,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),113.05,7869.05,3.768333333333333,71-80,7913.5
3871-IKPYH,1,Masculino,1,0,0,1,1,0,Fibra optica,0,0,0,0,0,0,Mensual,0,Cheque electronico,69.1,69.1,2.3033333333333332,0-10,69.1
3873-NFTGI,0,Masculino,0,0,0,14,1,1,DSL,0,1,0,0,0,0,Mensual,1,Tarjeta de credito (automatica),55.5,767.55,1.85,11-20,777.0
3873-WOSBC,0,Masculino,0,1,0,67,1,1,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),25.6,1784.9,0.8533333333333334,61-70,1715.2
3874-EQOEP,1,Masculino,0,0,0,7,1,1,Fibra optica,0,0,0,0,1,1,Mensual,0,Cheque por correo,95.0,655.5,3.1666666666666665,0-10,665.0
3877-JRJIP,1,Masculino,0,0,0,1,1,1,DSL,0,0,0,0,1,0,Mensual,1,Cheque electronico,59.85,59.85,1.995,0-10,59.85
3878-AVSOQ,0,Femenino,1,0,0,1,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,71.25,71.25,2.375,0-10,71.25
3882-IYOIJ,0,Femenino,0,1,1,60,1,1,Fibra optica,1,1,1,1,1,1,Dos años,0,Tarjeta de credito (automatica),115.25,6758.45,3.841666666666667,61-70,6915.0
3884-HCSWG,1,Femenino,0,0,0,17,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,70.0,1144.5,2.3333333333333335,11-20,1190.0
3884-UEBXB,0,Femenino,0,1,1,67,0,0,DSL,1,1,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),36.15,2434.45,1.2049999999999998,61-70,2422.0499999999997
3886-CERTZ,1,Femenino,0,1,0,72,1,1,Fibra optica,0,1,1,1,1,1,Anual,1,Cheque electronico,109.25,8109.8,3.6416666666666666,71-80,7866.0
3887-PBQAO,0,Femenino,0,1,1,45,1,1,No,0,0,0,0,0,0,Anual,1,Tarjeta de credito (automatica),25.9,1216.6,0.8633333333333333,41-50,1165.5
3889-VWBID,0,Masculino,0,1,1,68,1,0,DSL,1,1,0,1,1,1,Dos años,0,Transferencia bancaria (automatica),82.85,5776.45,2.7616666666666663,61-70,5633.799999999999
3890-RTCMS,0,Masculino,0,0,0,16,1,0,DSL,0,0,0,1,0,0,Mensual,1,Cheque por correo,49.45,799.0,1.6483333333333334,11-20,791.2
3891-NLXJB,0,Masculino,0,0,0,37,0,0,DSL,1,1,0,1,0,0,Dos años,1,Cheque por correo,40.55,1390.85,1.3516666666666666,31-40,1500.35
3891-PUQOD,1,Femenino,0,0,1,1,1,0,DSL,0,0,1,0,0,1,Mensual,0,Cheque electronico,59.2,59.2,1.9733333333333334,0-10,59.2
3892-NXAZG,0,Masculino,0,1,1,72,1,1,Fibra optica,1,1,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),114.05,8289.2,3.8016666666666667,71-80,8211.6
3893-JRNFS,0,Masculino,0,0,0,68,0,0,DSL,0,0,1,0,0,1,Mensual,1,Transferencia bancaria (automatica),39.9,2796.35,1.3299999999999998,61-70,2713.2
3896-RCYYE,0,Femenino,0,0,0,67,0,0,DSL,0,0,1,1,1,1,Mensual,1,Tarjeta de credito (automatica),53.4,3579.15,1.78,61-70,3577.7999999999997
3896-ZVNET,0,Femenino,0,1,1,24,1,1,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,24.7,571.75,0.8233333333333334,21-30,592.8
3898-BSJYF,0,Femenino,0,0,1,10,1,1,DSL,1,0,1,1,0,1,Anual,0,Tarjeta de credito (automatica),73.55,693.3,2.4516666666666667,11-20,735.5
3898-GUYTS,0,Femenino,1,0,0,45,1,1,Fibra optica,1,1,0,1,1,0,Mensual,1,Cheque electronico,97.05,4385.05,3.235,41-50,4367.25
3900-AQPHZ,1,Femenino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,19.9,19.9,0.6633333333333333,0-10,19.9
3902-FOIGH,1,Masculino,1,1,0,12,1,1,Fibra optica,0,1,0,0,1,1,Mensual,1,Cheque electronico,101.35,1218.55,3.378333333333333,11-20,1216.1999999999998
3902-MIVLE,0,Masculino,0,1,1,63,1,1,DSL,1,0,1,1,0,1,Dos años,0,Cheque por correo,75.7,4676.7,2.5233333333333334,61-70,4769.1
3904-UKFRE,0,Masculino,0,0,0,4,1,1,Fibra optica,1,0,0,0,0,0,Mensual,1,Cheque electronico,80.1,336.15,2.67,0-10,320.4
3908-BLSYF,1,Femenino,0,0,0,6,1,0,Fibra optica,0,0,1,0,0,1,Mensual,0,Cheque electronico,83.9,497.55,2.796666666666667,0-10,503.40000000000003
3908-MKIMJ,0,Masculino,1,1,0,68,0,0,DSL,1,1,1,0,0,0,Dos años,1,Cheque electronico,41.95,2965.75,1.3983333333333334,61-70,2852.6000000000004
3910-MRQOY,0,Femenino,0,1,0,72,1,0,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),19.4,1496.45,0.6466666666666666,71-80,1396.8
3911-RSNHI,0,Femenino,0,1,0,71,0,0,DSL,0,1,1,1,1,1,Dos años,1,Tarjeta de credito (automatica),61.4,4310.35,2.0466666666666664,71-80,4359.4
3913-FCUUW,0,Femenino,0,1,1,72,1,1,DSL,1,1,1,1,0,0,Dos años,1,Transferencia bancaria (automatica),70.45,5165.7,2.3483333333333336,71-80,5072.400000000001
3913-RDSJZ,0,Femenino,0,1,0,64,1,1,No,0,0,0,0,0,0,Dos años,0,Cheque por correo,25.55,1714.95,0.8516666666666667,61-70,1635.2
3914-FDRHP,0,Masculino,0,0,0,9,1,0,Fibra optica,0,0,0,1,1,0,Mensual,0,Cheque electronico,86.25,770.5,2.875,0-10,776.25
3915-ODIYG,0,Masculino,1,0,0,60,1,1,DSL,1,1,0,0,0,1,Anual,1,Cheque electronico,71.75,4374.55,2.3916666666666666,61-70,4305.0
3916-NRPAP,0,Masculino,0,0,0,3,1,0,Fibra optica,0,0,1,0,0,1,Mensual,0,Tarjeta de credito (automatica),85.7,256.75,2.856666666666667,0-10,257.1
3920-HIHMQ,0,Femenino,0,0,1,26,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque por correo,49.5,1265.65,1.65,21-30,1287.0
3923-CSIHK,1,Femenino,1,1,0,50,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,71.05,3444.85,2.368333333333333,51-60,3552.5
3926-CUQZX,1,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),45.1,45.1,1.5033333333333334,0-10,45.1
3926-YZVVX,0,Femenino,0,0,0,41,1,0,DSL,0,0,0,1,0,0,Anual,0,Transferencia bancaria (automatica),50.05,2029.05,1.6683333333333332,41-50,2052.0499999999997
3927-NLNRY,1,Masculino,0,1,0,53,1,0,Fibra optica,0,1,0,0,1,1,Anual,1,Transferencia bancaria (automatica),94.25,4867.95,3.1416666666666666,51-60,4995.25
3930-ZGWVE,0,Masculino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,19.75,19.75,0.6583333333333333,0-10,19.75
3932-CMDTD,1,Femenino,0,0,0,4,1,0,Fibra optica,0,1,1,1,1,1,Anual,1,Cheque electronico,105.65,443.9,3.521666666666667,0-10,422.6
3932-IJWDZ,0,Masculino,0,0,0,45,1,1,Fibra optica,0,0,1,1,1,1,Mensual,1,Transferencia bancaria (automatica),103.65,4747.85,3.455,41-50,4664.25
3933-DQPWX,0,Femenino,0,0,0,50,0,0,DSL,0,1,1,1,0,0,Dos años,0,Tarjeta de credito (automatica),39.7,1932.75,1.3233333333333335,51-60,1985.0000000000002
3934-HXCFZ,1,Masculino,0,1,0,23,1,1,Fibra optica,1,1,1,0,1,0,Mensual,1,Cheque electronico,99.25,2186.4,3.308333333333333,21-30,2282.75
3935-TBRZZ,0,Masculino,0,1,1,44,1,1,No,0,0,0,0,0,0,Anual,0,Cheque por correo,25.7,1110.5,0.8566666666666667,41-50,1130.8
3936-QQFLL,0,Masculino,0,0,0,2,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,19.75,39.3,0.6583333333333333,0-10,39.5
3938-YFPXD,0,Masculino,0,0,0,72,1,1,DSL,1,0,1,1,1,1,Dos años,0,Tarjeta de credito (automatica),84.3,5997.1,2.81,71-80,6069.599999999999
3941-XTSKM,0,Masculino,0,1,1,42,0,0,DSL,0,1,1,0,0,1,Anual,1,Tarjeta de credito (automatica),45.1,2049.05,1.5033333333333334,41-50,1894.2
3943-KDREE,1,Femenino,0,0,0,26,1,1,Fibra optica,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),74.95,1834.95,2.4983333333333335,21-30,1948.7
3945-GFWQL,1,Femenino,0,0,1,12,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque electronico,44.55,480.6,1.4849999999999999,11-20,534.5999999999999
3946-JEWRQ,0,Masculino,0,1,0,47,1,1,Fibra optica,0,0,0,0,1,1,Anual,1,Tarjeta de credito (automatica),95.2,4563.0,3.1733333333333333,41-50,4474.400000000001
3946-MHCZW,1,Masculino,0,0,0,1,1,0,DSL,0,0,1,0,0,0,Mensual,0,Cheque por correo,50.9,50.9,1.6966666666666665,0-10,50.9
3948-FVVRP,0,Masculino,0,1,1,9,1,0,DSL,0,1,0,1,0,0,Mensual,0,Cheque por correo,54.8,452.8,1.8266666666666667,0-10,493.2
3948-KXDUF,0,Masculino,0,0,0,66,1,1,DSL,1,1,1,1,0,0,Dos años,0,Transferencia bancaria (automatica),68.75,4447.55,2.2916666666666665,61-70,4537.5
3948-XHGNA,1,Masculino,0,0,0,24,1,0,DSL,1,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),49.55,1210.4,1.6516666666666666,21-30,1189.1999999999998
3950-VPYJB,0,Masculino,0,1,1,57,1,0,DSL,1,1,0,1,0,0,Anual,0,Cheque por correo,59.6,3509.4,1.9866666666666668,51-60,3397.2000000000003
3951-NJCVI,0,Femenino,1,1,0,42,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,95.05,3944.5,3.1683333333333334,41-50,3992.1
3955-JBZZM,0,Masculino,0,0,0,20,1,0,Fibra optica,0,0,0,0,1,0,Mensual,0,Cheque electronico,78.8,1641.3,2.6266666666666665,21-30,1576.0
3956-CJUST,0,Femenino,1,0,0,23,1,0,Fibra optica,1,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),75.4,1643.55,2.5133333333333336,21-30,1734.2
3956-MGXOG,0,Femenino,0,0,0,28,1,0,Fibra optica,0,0,0,0,0,1,Mensual,1,Cheque electronico,80.6,2244.95,2.6866666666666665,21-30,2256.7999999999997
3957-HHLMR,0,Femenino,0,1,1,70,1,1,DSL,1,0,0,0,0,1,Anual,0,Transferencia bancaria (automatica),65.2,4543.15,2.1733333333333333,71-80,4564.0
3957-LXOLK,1,Femenino,1,0,0,28,1,1,Fibra optica,0,1,1,0,1,1,Mensual,1,Cheque electronico,106.15,3152.5,3.5383333333333336,21-30,2972.2000000000003
3957-SQXML,0,Femenino,0,1,1,34,1,1,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),24.95,894.3,0.8316666666666667,31-40,848.3
3961-SXAXY,0,Masculino,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),44.05,44.05,1.4683333333333333,0-10,44.05
3963-RYFNS,0,Femenino,0,0,0,72,1,1,Fibra optica,1,1,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),116.45,8013.55,3.881666666666667,71-80,8384.4
3966-HRMZA,0,Femenino,1,0,0,3,1,0,Fibra optica,0,0,1,0,0,0,Mensual,0,Cheque por correo,75.05,202.9,2.5016666666666665,0-10,225.14999999999998
3967-KXAPS,0,Masculino,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Dos años,0,Tarjeta de credito (automatica),92.3,6719.9,3.0766666666666667,71-80,6645.599999999999
3967-VQOGC,0,Femenino,0,1,1,67,1,1,No,0,0,0,0,0,0,Dos años,1,Cheque por correo,24.9,1680.25,0.83,61-70,1668.3
3969-GYXEL,0,Femenino,0,0,0,11,1,0,Fibra optica,1,0,0,0,0,0,Mensual,0,Cheque electronico,76.4,838.7,2.546666666666667,11-20,840.4000000000001
3969-JQABI,0,Femenino,0,1,0,58,1,0,DSL,1,1,0,0,1,0,Mensual,1,Tarjeta de credito (automatica),65.25,3791.6,2.175,51-60,3784.5
3970-XGJDU,0,Femenino,0,0,0,62,1,0,No,0,0,0,0,0,0,Dos años,1,Tarjeta de credito (automatica),19.2,1123.65,0.64,61-70,1190.3999999999999
3973-SKMLN,0,Masculino,0,0,0,71,1,0,No,0,0,0,0,0,0,Dos años,1,Tarjeta de credito (automatica),19.9,1355.1,0.6633333333333333,71-80,1412.8999999999999
3976-BWUCK,1,Femenino,0,1,0,30,1,1,Fibra optica,0,1,0,1,1,0,Mensual,1,Tarjeta de credito (automatica),94.1,2804.45,3.1366666666666663,31-40,2823.0
3976-HXHCE,0,Masculino,0,0,0,72,1,0,No,0,0,0,0,0,0,Dos años,0,Transferencia bancaria (automatica),19.3,1414.8,0.6433333333333333,71-80,1389.6000000000001
3976-NLDEZ,0,Masculino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.6,20.6,0.6866666666666668,0-10,20.6
3977-QCRSL,0,Femenino,0,0,0,5,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.15,117.95,0.6716666666666666,0-10,100.75
3978-YNKDD,0,Masculino,0,0,1,19,1,0,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),20.85,467.5,0.6950000000000001,11-20,396.15000000000003
3981-QSVQI,0,Masculino,0,0,0,8,1,0,No,0,0,0,0,0,0,Mensual,1,Transferencia bancaria (automatica),19.7,168.9,0.6566666666666666,0-10,157.6
3982-DQLUS,0,Masculino,1,1,1,65,1,1,Fibra optica,1,1,0,0,0,0,Mensual,1,Cheque electronico,85.75,5688.45,2.8583333333333334,61-70,5573.75
3982-JGSFD,0,Masculino,0,0,0,36,1,0,No,0,0,0,0,0,0,Anual,1,Tarjeta de credito (automatica),20.35,695.85,0.6783333333333333,31-40,732.6
3982-XWFZQ,1,Femenino,0,1,0,42,1,1,DSL,0,0,0,0,0,0,Mensual,1,Cheque electronico,50.25,2203.65,1.675,41-50,2110.5
3985-HOYPM,0,Masculino,0,0,0,26,1,0,No,0,0,0,0,0,0,Anual,0,Cheque por correo,19.4,525.55,0.6466666666666666,21-30,504.4
3987-KQDDU,0,Masculino,0,0,0,9,1,0,Fibra optica,1,0,0,0,0,0,Mensual,0,Cheque electronico,75.6,661.55,2.52,0-10,680.4
3988-RQIXO,1,Femenino,1,0,0,1,1,0,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,91.3,91.3,3.0433333333333334,0-10,91.3
3990-QYKBE,1,Masculino,1,1,0,37,1,1,Fibra optica,0,0,0,0,1,1,Mensual,1,Cheque electronico,92.5,3473.4,3.0833333333333335,31-40,3422.5
3992-YWPKO,1,Femenino,0,0,0,6,1,1,Fibra optica,0,1,1,1,1,1,Mensual,1,Tarjeta de credito (automatica),109.9,669.45,3.6633333333333336,0-10,659.4000000000001
3995-WFCSM,0,Femenino,0,0,0,2,1,0,DSL,0,0,1,0,0,1,Mensual,0,Cheque electronico,60.85,111.4,2.0283333333333333,0-10,121.7
3996-ZNWYK,0,Masculino,1,1,1,71,1,0,No,0,0,0,0,0,0,Dos años,0,Tarjeta de credito (automatica),19.8,1388.45,0.66,71-80,1405.8
3999-QGRJH,1,Masculino,1,0,0,8,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque electronico,69.7,560.85,2.3233333333333333,0-10,557.6
3999-WRNGR,0,Femenino,0,1,1,60,0,0,DSL,0,1,0,0,1,1,Mensual,1,Cheque electronico,49.75,3069.45,1.6583333333333334,61-70,2985.0
4000-VGMQP,0,Masculino,0,1,1,38,1,1,DSL,0,1,1,0,1,1,Anual,0,Tarjeta de credito (automatica),78.95,2862.55,2.631666666666667,31-40,3000.1
4001-TSBTV,0,Femenino,0,1,1,58,1,0,Fibra optica,0,1,1,0,1,0,Mensual,1,Cheque electronico,91.55,5511.65,3.0516666666666667,51-60,5309.9
4002-BQWPQ,0,Masculino,0,0,0,25,1,1,DSL,1,1,1,1,0,1,Mensual,0,Transferencia bancaria (automatica),81.75,2028.8,2.725,21-30,2043.75
4003-FUSHP,0,Masculino,0,0,0,19,1,0,DSL,0,0,0,1,1,0,Mensual,1,Tarjeta de credito (automatica),61.55,1093.2,2.0516666666666667,11-20,1169.45
4003-OCTMP,0,Femenino,0,1,0,31,1,0,DSL,1,0,0,1,0,1,Anual,1,Cheque electronico,64.0,1910.75,2.1333333333333333,31-40,1984.0
4006-HKYHO,0,Masculino,0,0,0,63,1,0,DSL,1,1,1,1,1,1,Dos años,1,Transferencia bancaria (automatica),86.7,5309.5,2.89,61-70,5462.1
4007-NHVHI,0,Femenino,1,0,0,56,1,1,Fibra optica,1,1,0,0,0,1,Mensual,1,Cheque electronico,96.85,5219.65,3.228333333333333,51-60,5423.599999999999
4009-ALQFH,1,Femenino,0,0,0,25,1,0,Fibra optica,0,1,1,0,1,1,Mensual,1,Cheque electronico,99.5,2369.05,3.316666666666667,21-30,2487.5
4010-YLMVT,0,Femenino,0,0,0,56,1,1,Fibra optica,1,1,0,0,1,1,Mensual,1,Tarjeta de credito (automatica),106.6,5893.95,3.5533333333333332,51-60,5969.599999999999
4011-ARPHK,0,Masculino,0,0,0,27,1,0,DSL,1,0,0,0,0,0,Mensual,0,Cheque por correo,50.35,1411.35,1.6783333333333335,21-30,1359.45
4012-YCFAI,0,Masculino,0,1,0,60,1,0,DSL,1,1,0,1,0,0,Dos años,1,Cheque por correo,61.35,3766.2,2.045,61-70,3681.0
4012-ZTHBR,0,Femenino,0,1,1,21,1,0,DSL,0,0,0,0,0,0,Mensual,1,Cheque electronico,44.95,926.25,1.4983333333333335,21-30,943.95
4013-GUXND,0,Masculino,0,0,0,1,1,0,No,0,0,0,0,0,0,Mensual,0,Cheque por correo,20.8,20.8,0.6933333333333334,0-10,20.8
4013-TLDHQ,1,Masculino,0,0,0,19,1,0,Fibra optica,0,1,1,0,0,0,Mensual,1,Cheque electronico,78.25,1490.95,2.6083333333333334,11-20,1486.75
4013-UBXWQ,1,Femenino,0,0,0,7,1,1,DSL,0,0,0,1,1,1,Mensual,1,Cheque electronico,74.65,521.1,2.4883333333333337,0-10,522.5500000000001
4016-BJKTZ,0,Femenino,0,0,0,25,1,1,Fibra optica,0,1,1,1,1,1,Dos años,0,Cheque electronico,108.9,2809.05,3.6300000000000003,21-30,2722.5
4018-KJYUY,0,Masculino,0,0,1,22,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),20.15,432.5,0.6716666666666666,21-30,443.29999999999995
4018-PPNDW,0,Femenino,0,1,1,61,1,1,No,0,0,0,0,0,0,Dos años,1,Cheque por correo,24.1,1551.6,0.8033333333333333,61-70,1470.1000000000001
4020-KIUDI,0,Masculino,0,1,1,6,1,0,No,0,0,0,0,0,0,Mensual,0,Tarjeta de credito (automatica),19.85,138.85,0.6616666666666667,0-10,119.10000000000001
4021-RQSNY,1,Masculino,1,1,0,29,1,1,Fibra optica,0,0,1,0,1,1,Mensual,1,Cheque electronico,98.5,3004.15,3.283333333333333,21-30,2856.5
4023-RTIQM,0,Femenino,1,1,0,31,0,0,DSL,1,1,1,0,0,1,Anual,1,Tarjeta de credito (automatica),50.4,1580.1,1.68,31-40,1562.3999999999999
4024-CSNBY,0,Femenino,0,1,0,72,1,1,Fibra optica,1,1,1,1,0,0,Dos años,1,Transferencia bancaria (automatica),94.25,6849.75,3.1416666666666666,71-80,6786.0
4026-SKKHW,0,Masculino,0,0,0,3,1,0,DSL,0,0,0,1,0,0,Mensual,1,Cheque por correo,50.25,152.3,1.675,0-10,150.75
4029-HPFVY,0,Masculino,0,0,0,3,1,0,Fibra optica,0,0,0,0,0,0,Mensual,1,Cheque por correo,70.3,220.4,2.3433333333333333,0-10,210.89999999999998
4030-VPZBD,1,Femenino,0,0,0,2,0,0,DSL,0,0,0,1,0,0,Mensual,1,Cheque electronico,30.9,59.05,1.03,0-10,61.8
4032-RMHCI,0,Femenino,0,1,1,41,0,0,DSL,1,0,1,0,0,0,Anual,0,Tarjeta de credito (automatica),35.4,1412.4,1.18,41-50,1451.3999999999999
4039-HEUNW,1,Masculino,1,1,0,36,1,1,Fibra optica,0,1,0,0,1,1,Mensual,1,Cheque electronico,96.5,3436.1,3.216666666666667,31-40,3474.0
4039-PIMHX,0,Masculino,1,1,0,49,1,0,DSL,0,1,0,0,0,0,Dos años,0,Cheque por correo,49.8,2398.4,1.66,41-50,2440.2
